# theta phi size
4.548003382667646122e+01 5.078718581339122551e+01 1.400000000000000000e+01
1.347988612126546855e+02 9.268263726723037621e+01 3.000000000000000000e+00
1.358679595074609665e+02 1.214766080295663642e+02 9.000000000000000000e+00
4.459712749708415203e+01 1.101300920966401549e+02 2.000000000000000000e+01
1.110411164402359319e+01 2.550623710594803484e+01 8.000000000000000000e+00
4.459565653387423367e+01 1.101126659972978388e+02 2.000000000000000000e+01
-1.343464882426218594e+02 1.164532373929156535e+02 3.000000000000000000e+01
3.008723168897769540e+01 5.249754267238016858e+00 6.000000000000000000e+00
4.298440179686155460e+01 8.809035389814121686e+01 9.000000000000000000e+00
3.934185709800574671e+01 3.352933899531103634e+01 6.000000000000000000e+00
1.795086713533047940e+00 5.903115685977066107e+01 6.000000000000000000e+00
4.439324790397898823e+01 1.129932366932396235e+02 3.000000000000000000e+00
-4.087363197632499379e+01 3.106676839502036813e+01 4.000000000000000000e+00
1.338792258169655724e+02 5.588568057764527452e+01 4.000000000000000000e+00
5.576114568523637161e+01 6.002090701485329305e+01 3.000000000000000000e+01
1.574953669890107903e+02 4.607932218705546035e+01 6.000000000000000000e+00
-3.935271358001656239e+01 7.424443329688531890e+01 8.000000000000000000e+00
1.330795359463544116e+02 5.630089065490527389e+01 3.000000000000000000e+00
1.277336306067846152e+02 6.148303549544301205e+01 2.000000000000000000e+00
4.154430105523602634e+01 5.656840919459165207e+01 1.600000000000000000e+01
1.350026680151759706e+02 8.978757371837005508e+01 2.000000000000000000e+00
1.107167056425066320e+01 2.550000096102822056e+01 8.000000000000000000e+00
4.547338654533233182e+01 5.076918611941804471e+01 1.400000000000000000e+01
4.459288744279434269e+01 1.101099569675692464e+02 2.000000000000000000e+01
4.433269968696466634e+01 1.130091088456361916e+02 3.000000000000000000e+00
9.464804179243055060e+00 1.251988913431696488e+02 4.000000000000000000e+00
1.364211408364375018e+02 5.780800881700044869e+01 3.000000000000000000e+00
1.312710697578818042e+02 1.298540623501242806e+02 1.000000000000000000e+01
-1.343492752659544180e+02 1.164548036174012395e+02 3.000000000000000000e+01
3.007483835400500283e+01 5.250858981787956736e+00 6.000000000000000000e+00
-5.376012841371626649e+01 6.295203092968239389e+01 3.000000000000000000e+00
2.352194367608913694e+01 9.110986131632191132e+01 7.000000000000000000e+00
-4.132661306932160272e+01 3.104715072505348061e+01 4.000000000000000000e+00
-2.278593562213894330e+01 1.570361326750496289e+02 1.300000000000000000e+01
1.287731579991897206e+02 8.563252131506619946e+01 7.000000000000000000e+00
1.347719276301189666e+02 9.342764677429995857e+01 3.000000000000000000e+00
1.422880180657705012e+02 1.123080792506061272e+02 1.200000000000000000e+01
-1.472878626466280707e+02 1.227991521988310808e+02 5.000000000000000000e+00
-9.431389515729932782e+01 9.054245024910808581e+01 3.000000000000000000e+00
4.297263260228993431e+01 8.808661781244131816e+01 9.000000000000000000e+00
1.355291786960736715e+02 1.214283047060346377e+02 2.000000000000000000e+01
8.432517777930162595e+01 1.423831958092020500e+01 4.000000000000000000e+00
3.931067145507815042e+01 3.349117814886108135e+01 6.000000000000000000e+00
3.692899516226517420e+01 8.662914141207583896e+01 7.000000000000000000e+00
1.338286737934453754e+02 1.204856786568071243e+02 4.000000000000000000e+00
-4.432140329764692410e+01 4.450418087913553933e+01 2.000000000000000000e+00
4.121219834294500828e+01 7.078477596675142536e+01 1.400000000000000000e+01
1.153421656694148680e+02 4.040232682592114344e+01 1.100000000000000000e+01
1.263849682835861472e+02 9.751116725698324217e+01 1.100000000000000000e+01
4.765826576706275830e+01 1.035221089150822706e+02 2.000000000000000000e+00
4.691232695435790845e+01 8.837314676859385543e+01 2.000000000000000000e+00
1.786362943419752547e+00 5.902082315239340460e+01 6.000000000000000000e+00
